id,phase,institution,folder,filename,url,year,doc_type,category,verification,priority,impact_areas,summary,oc_use
197,2,UBC Okanagan,02_UBC-Okanagan/01_Plans-and-Strategies,2020_UBCO_UBC-UN-SDG-Report-2019-20.pdf,https://sustain.ubc.ca/sites/default/files/UBC_SDG_Report_2019-20.pdf,2020,UN SDG Snapshot,Plans-and-Strategies,Link seen on index page,,,"UN SDG Snapshot series, 2020.",Part of the UN SDG Snapshot time series. Multi-year trend data for benchmarking.
198,2,UBC Okanagan,02_UBC-Okanagan/05_Energy-and-Buildings,2015_UBCO_UBCO-Integrated-Rainwater-Management-Plan-Part-1.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/Integrated-Rainwater-Management-Plan-Part-1.pdf,2015,Integrated Rainwater Management Plan,Energy-and-Buildings,Link seen on index page,,,"Integrated Rainwater Management Plan series, 2015.",Part of the Integrated Rainwater Management Plan time series. Multi-year trend data for benchmarking.
199,2,UBC Okanagan,02_UBC-Okanagan/05_Energy-and-Buildings,2015_UBCO_UBCO-Integrated-Rainwater-Management-Plan-Part-2.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/Integrated-Rainwater-Management-Plan-Part-2.pdf,2015,Integrated Rainwater Management Plan,Energy-and-Buildings,Link seen on index page,,,"Integrated Rainwater Management Plan series, 2015.",Part of the Integrated Rainwater Management Plan time series. Multi-year trend data for benchmarking.
200,2,UBC Okanagan,02_UBC-Okanagan/05_Energy-and-Buildings,2015_UBCO_UBCO-Integrated-Rainwater-Management-Plan-Part-3.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/Integrated-Rainwater-Management-Plan-Part-3.pdf,2015,Integrated Rainwater Management Plan,Energy-and-Buildings,Link seen on index page,,,"Integrated Rainwater Management Plan series, 2015.",Part of the Integrated Rainwater Management Plan time series. Multi-year trend data for benchmarking.
201,2,UBC Okanagan,02_UBC-Okanagan/05_Energy-and-Buildings,2015_UBCO_UBCO-Integrated-Rainwater-Management-Plan-Part-4-Geotechnical-and-Soils-Domain-Map.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/Integrated-Rainwater-Management-Plan-Part-4.pdf,2015,Integrated Rainwater Management Plan,Energy-and-Buildings,Link seen on index page,,,"Integrated Rainwater Management Plan series, 2015.",Part of the Integrated Rainwater Management Plan time series. Multi-year trend data for benchmarking.
202,2,UBC Okanagan,02_UBC-Okanagan/05_Energy-and-Buildings,2015_UBCO_UBCO-Integrated-Rainwater-Management-Plan-Part-5.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/Integrated-Rainwater-Management-Plan-Part-5.pdf,2015,Integrated Rainwater Management Plan,Energy-and-Buildings,Link seen on index page,,,"Integrated Rainwater Management Plan series, 2015.",Part of the Integrated Rainwater Management Plan time series. Multi-year trend data for benchmarking.
203,2,UBC Okanagan,02_UBC-Okanagan/05_Energy-and-Buildings,2015_UBCO_UBCO-Utility-Corridor-Strategy.pdf,https://campusplanning.ok.ubc.ca/wp-content/uploads/sites/202/2024/07/UBCO-UtilityCorridor-Mar0950576.pdf,2015,Utility Corridor Plan,Energy-and-Buildings,Link seen on index page,,,"Utility Corridor Plan series, 2015.",Part of the Utility Corridor Plan time series. Multi-year trend data for benchmarking.
204,2,UBC Okanagan,02_UBC-Okanagan/04_Transportation,2025_UBCO_UBCO-Transportation-Status-Report-2025.pdf,https://campusplanning.ok.ubc.ca/wp-content/uploads/sites/202/2026/07/UBCO2025-TransportationStatusReport-FINAL.pdf,2025,Transportation Status Report,Transportation,Link seen on index page,,,"Transportation Status Report series, 2025.",Part of the Transportation Status Report time series. Multi-year trend data for benchmarking.
205,2,SFU,04_SFU/02_Climate-and-GHG-Reporting,2021_SFU_SFU-Climate-Change-Accountability-Report-2021.pdf,https://www.sfu.ca/content/dam/sfu/fs/files/SustainableInitiatives/2021%20Climate%20Change%20Accountability%20Report.pdf,2021,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2021.",Part of the CCAR time series. Multi-year trend data for benchmarking.
206,2,SFU,04_SFU/02_Climate-and-GHG-Reporting,2020_SFU_SFU-Climate-Change-Accountability-Report-2020.pdf,https://www.sfu.ca/content/dam/sfu/fs/files/SustainableInitiatives/2020%20Climate%20Change%20Accountability%20Report.pdf,2020,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2020.",Part of the CCAR time series. Multi-year trend data for benchmarking.
207,2,SFU,04_SFU/02_Climate-and-GHG-Reporting,2019_SFU_SFU-Carbon-Neutral-Action-Report-2019.pdf,https://www.sfu.ca/content/dam/sfu/fs/files/SustainableInitiatives/SFU%202019%20Carbon%20Neutral%20Action%20Report.pdf,2019,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2019.",Part of the CNAR time series. Multi-year trend data for benchmarking.
208,2,SFU,04_SFU/02_Climate-and-GHG-Reporting,2018_SFU_SFU-Carbon-Neutral-Action-Report-2018.pdf,https://www.sfu.ca/content/dam/sfu/fs/files/carbon%20neutral%20action%20report/2018%20Carbon%20Neutral%20Action%20Report.pdf,2018,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2018.",Part of the CNAR time series. Multi-year trend data for benchmarking.
209,2,SFU,04_SFU/02_Climate-and-GHG-Reporting,2017_SFU_SFU-Carbon-Neutral-Action-Report-2017.pdf,https://www.sfu.ca/content/dam/sfu/fs/files/carbon%20neutral%20action%20report/2017%20Carbon%20Neutral%20Action%20Report.pdf,2017,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2017.",Part of the CNAR time series. Multi-year trend data for benchmarking.
210,2,SFU,04_SFU/02_Climate-and-GHG-Reporting,2016_SFU_SFU-Carbon-Neutral-Action-Report-2016.pdf,https://www.sfu.ca/content/dam/sfu/fs/files/carbon%20neutral%20action%20report/2016%20Carbon%20Neutral%20Action%20Report.pdf,2016,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2016.",Part of the CNAR time series. Multi-year trend data for benchmarking.
211,2,SFU,04_SFU/02_Climate-and-GHG-Reporting,2015_SFU_SFU-Carbon-Neutral-Action-Report-2015.pdf,https://www.sfu.ca/content/dam/sfu/fs/files/carbon%20neutral%20action%20report/2015%20Carbon%20Neutral%20Action%20Report.pdf,2015,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2015.",Part of the CNAR time series. Multi-year trend data for benchmarking.
212,2,UFV,06_UFV/02_Climate-and-GHG-Reporting,2024_UFV_UFV-Climate-Change-Accountability-Report-2024.pdf,https://www.ufv.ca/media/assets/office-of-sustainability/2024-CCAR-Final-signed.pdf,2024,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2024.",Part of the CCAR time series. Multi-year trend data for benchmarking.
213,2,UFV,06_UFV/02_Climate-and-GHG-Reporting,2023_UFV_UFV-Climate-Change-Accountability-Report-2023.pdf,https://www.ufv.ca/media/assets/office-of-sustainability/2023-UFV-CCAR.pdf,2023,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2023.",Part of the CCAR time series. Multi-year trend data for benchmarking.
214,2,UFV,06_UFV/02_Climate-and-GHG-Reporting,2022_UFV_UFV-Climate-Change-Accountability-Report-2022.pdf,https://www.ufv.ca/media/assets/office-of-sustainability/2022-2023-UFV-CCAR.pdf,2022,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2022.",Part of the CCAR time series. Multi-year trend data for benchmarking.
215,2,UFV,06_UFV/02_Climate-and-GHG-Reporting,2021_UFV_UFV-Climate-Change-Accountability-Report-2021.pdf,https://www.ufv.ca/media/assets/office-of-sustainability/2021-UFV-CCAR.pdf,2021,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2021.",Part of the CCAR time series. Multi-year trend data for benchmarking.
216,2,UFV,06_UFV/02_Climate-and-GHG-Reporting,2020_UFV_UFV-Climate-Change-Accountability-Report-2020.pdf,https://www.ufv.ca/media/assets/office-of-sustainability/UFV-CCAR-2020.pdf,2020,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2020.",Part of the CCAR time series. Multi-year trend data for benchmarking.
217,2,UFV,06_UFV/02_Climate-and-GHG-Reporting,2018_UFV_UFV-Carbon-Neutral-Action-Report-2018.pdf,https://www.ufv.ca/media/assets/energy-management/energy-management/UFV-CNAR-2018.pdf,2018,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2018.",Part of the CNAR time series. Multi-year trend data for benchmarking.
218,2,UFV,06_UFV/02_Climate-and-GHG-Reporting,2017_UFV_UFV-Carbon-Neutral-Action-Report-2017.pdf,https://www.ufv.ca/media/assets/energy-management/energy-management/UFV_CNAR_2017.pdf,2017,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2017.",Part of the CNAR time series. Multi-year trend data for benchmarking.
219,2,UFV,06_UFV/02_Climate-and-GHG-Reporting,2016_UFV_UFV-Carbon-Neutral-Action-Report-2016.pdf,https://www.ufv.ca/media/assets/energy-management/energy-management/UFV-CNAR-2016.pdf,2016,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2016.",Part of the CNAR time series. Multi-year trend data for benchmarking.
220,2,UFV,06_UFV/02_Climate-and-GHG-Reporting,2015_UFV_UFV-Carbon-Neutral-Action-Report-2015.pdf,https://www.ufv.ca/media/assets/energy-management/energy-management/UFV-CNAR-2015-FINAL.pdf,2015,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2015.",Part of the CNAR time series. Multi-year trend data for benchmarking.
221,2,UFV,06_UFV/05_Energy-and-Buildings,2018_UFV_UFV-Strategic-Energy-Management-Plan-Report-2018-2019.pdf,https://www.ufv.ca/media/assets/energy-management/energy-management/UFV-SEMP-2018-2019.pdf,2018,SEMP,Energy-and-Buildings,Link seen on index page,,,"SEMP series, 2018.",Part of the SEMP time series. Multi-year trend data for benchmarking.
222,2,UFV,06_UFV/05_Energy-and-Buildings,2017_UFV_UFV-Strategic-Energy-Management-Plan-Report-2017-2018.pdf,https://www.ufv.ca/media/assets/energy-management/energy-management/UFV-SEMP-2017-2018.pdf,2017,SEMP,Energy-and-Buildings,Link seen on index page,,,"SEMP series, 2017.",Part of the SEMP time series. Multi-year trend data for benchmarking.
223,2,UFV,06_UFV/05_Energy-and-Buildings,2016_UFV_UFV-Strategic-Energy-Management-Plan-Report-2016-2017.pdf,https://www.ufv.ca/media/assets/energy-management/energy-management/UFV-SEMP-2016-2017.pdf,2016,SEMP,Energy-and-Buildings,Link seen on index page,,,"SEMP series, 2016.",Part of the SEMP time series. Multi-year trend data for benchmarking.
224,2,UFV,06_UFV/01_Plans-and-Strategies,2020_UFV_UFV-Report-on-Sustainability-2020-2021.pdf,https://www.ufv.ca/media/assets/centre-for-environmental-sustainability/UFV--2020-21-Sustainability-Report.pdf,2020,Report on Sustainability,Plans-and-Strategies,Link seen on index page,,,"Report on Sustainability series, 2020.",Part of the Report on Sustainability time series. Multi-year trend data for benchmarking.
225,2,UFV,06_UFV/01_Plans-and-Strategies,2019_UFV_UFV-Report-on-Sustainability-2019-2020.pdf,https://www.ufv.ca/media/assets/centre-for-environmental-sustainability/Report-on-Environmental-Sustainability-2019-2020.pdf,2019,Report on Sustainability,Plans-and-Strategies,Link seen on index page,,,"Report on Sustainability series, 2019.",Part of the Report on Sustainability time series. Multi-year trend data for benchmarking.
226,2,UFV,06_UFV/01_Plans-and-Strategies,2018_UFV_UFV-Report-on-Sustainability-2018-2019.pdf,https://www.ufv.ca/media/assets/centre-for-environmental-sustainability/Report-on-Environmental-Sustainability-2018-2019.pdf,2018,Report on Sustainability,Plans-and-Strategies,Link seen on index page,,,"Report on Sustainability series, 2018.",Part of the Report on Sustainability time series. Multi-year trend data for benchmarking.
227,2,UFV,06_UFV/01_Plans-and-Strategies,2017_UFV_UFV-Report-on-Sustainability-2017-2018.pdf,https://www.ufv.ca/media/assets/centre-for-environmental-sustainability/Report-on-Sustainability-2017-2018.pdf,2017,Report on Sustainability,Plans-and-Strategies,Link seen on index page,,,"Report on Sustainability series, 2017.",Part of the Report on Sustainability time series. Multi-year trend data for benchmarking.
228,2,UFV,06_UFV/01_Plans-and-Strategies,2016_UFV_UFV-Report-on-Sustainability-2016-2017.pdf,https://www.ufv.ca/media/assets/centre-for-environmental-sustainability/Report-on-Sustainability-2016-2017.pdf,2016,Report on Sustainability,Plans-and-Strategies,Link seen on index page,,,"Report on Sustainability series, 2016.",Part of the Report on Sustainability time series. Multi-year trend data for benchmarking.
229,2,UFV,06_UFV/06_Waste-and-Procurement,2018_UFV_UFV-Waste-Audit-2018.pdf,https://www.ufv.ca/media/assets/centre-for-environmental-sustainability/2018-Waste-Audit.pdf,2018,Waste Audit,Waste-and-Procurement,Link seen on index page,,,"Waste Audit series, 2018.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
230,2,UFV,06_UFV/06_Waste-and-Procurement,2017_UFV_UFV-Waste-Audit-2017-Garbage-on-the-Green.pdf,https://www.ufv.ca/media/assets/centre-for-environmental-sustainability/Garbage-on-the-Green-2017-Report.pdf,2017,Waste Audit,Waste-and-Procurement,Link seen on index page,,,"Waste Audit series, 2017.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
231,2,TRU,05_TRU/02_Climate-and-GHG-Reporting,2023_TRU_TRU-Climate-Change-Accountability-Report-2023.pdf,https://www.tru.ca/__shared/assets/climate-change-accountability-report-202360797.pdf,2023,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2023.",Part of the CCAR time series. Multi-year trend data for benchmarking.
232,2,TRU,05_TRU/02_Climate-and-GHG-Reporting,2022_TRU_TRU-Climate-Change-Accountability-Report-2022.pdf,https://www.tru.ca/__shared/assets/climate-change-accountability-report-202257804.pdf,2022,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2022.",Part of the CCAR time series. Multi-year trend data for benchmarking.
233,2,TRU,05_TRU/02_Climate-and-GHG-Reporting,2021_TRU_TRU-Climate-Change-Accountability-Report-2021.pdf,https://www.tru.ca/__shared/assets/Climate_Change_Accountability_Report_-_202156891.pdf,2021,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2021.",Part of the CCAR time series. Multi-year trend data for benchmarking.
234,2,TRU,05_TRU/02_Climate-and-GHG-Reporting,2020_TRU_TRU-Climate-Change-Accountability-Report-2020.pdf,https://www.tru.ca/__shared/assets/climate-change-accountability-report-202057968.pdf,2020,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2020.",Part of the CCAR time series. Multi-year trend data for benchmarking.
235,2,TRU,05_TRU/02_Climate-and-GHG-Reporting,2019_TRU_TRU-Carbon-Neutral-Action-Report-2019.pdf,https://www.tru.ca/__shared/assets/carbon-neutral-action-report-201952832.pdf,2019,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2019.",Part of the CNAR time series. Multi-year trend data for benchmarking.
236,2,TRU,05_TRU/02_Climate-and-GHG-Reporting,2018_TRU_TRU-Carbon-Neutral-Action-Report-2018.pdf,https://www.tru.ca/__shared/assets/carbon-neutral-action-report-201852831.pdf,2018,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2018.",Part of the CNAR time series. Multi-year trend data for benchmarking.
237,2,TRU,05_TRU/02_Climate-and-GHG-Reporting,2017_TRU_TRU-Carbon-Neutral-Action-Report-2017.pdf,https://www.tru.ca/__shared/assets/carbon-neutral-action-report-201752830.pdf,2017,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2017.",Part of the CNAR time series. Multi-year trend data for benchmarking.
238,2,TRU,05_TRU/02_Climate-and-GHG-Reporting,2016_TRU_TRU-Carbon-Neutral-Action-Report-2016.pdf,https://www.tru.ca/__shared/assets/TRU_Carbon_Neutral_Action_Report_201640649.pdf,2016,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2016.",Part of the CNAR time series. Multi-year trend data for benchmarking.
239,2,TRU,05_TRU/02_Climate-and-GHG-Reporting,2015_TRU_TRU-Carbon-Neutral-Action-Report-2015.pdf,https://www.tru.ca/__shared/assets/carbon-neutral-action-report-201539469.pdf,2015,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2015.",Part of the CNAR time series. Multi-year trend data for benchmarking.
240,2,TRU,05_TRU/06_Waste-and-Procurement,2020_TRU_TRU-Waste-and-Recyclable-Materials-Report-2020-Q1.pdf,https://www.tru.ca/__shared/assets/waste-recyclable-materials-report-2020q153517.pdf,2020,Waste Audit,Waste-and-Procurement,Link seen on index page,,,"Waste Audit series, 2020.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
241,2,TRU,05_TRU/06_Waste-and-Procurement,2019_TRU_TRU-Waste-Audit-Report-2019-Q4.pdf,https://www.tru.ca/__shared/assets/waste-audit-2019q453514.pdf,2019,Waste Audit,Waste-and-Procurement,Link seen on index page,,,"Waste Audit series, 2019.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
242,2,TRU,05_TRU/06_Waste-and-Procurement,2019_TRU_TRU-Waste-Audit-Report-2019-Q3.pdf,https://www.tru.ca/__shared/assets/waste-audit-2019q353513.pdf,2019,Waste Audit,Waste-and-Procurement,Link seen on index page,,,"Waste Audit series, 2019.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
243,2,TRU,05_TRU/06_Waste-and-Procurement,2019_TRU_TRU-Waste-Audit-Report-2019-Q1-and-Q2.pdf,https://www.tru.ca/__shared/assets/waste-audit-2019q253515.pdf,2019,Waste Audit,Waste-and-Procurement,Link seen on index page,,,"Waste Audit series, 2019.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
244,2,TRU,05_TRU/06_Waste-and-Procurement,2018_TRU_TRU-Waste-Audit-Report-2018.pdf,https://www.tru.ca/__shared/assets/waste-audit-201853516.pdf,2018,Waste Audit,Waste-and-Procurement,Link seen on index page,,,"Waste Audit series, 2018.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
245,2,TRU,05_TRU/06_Waste-and-Procurement,2017_TRU_TRU-Waste-Audit-Report-2017.pdf,https://www.tru.ca/__shared/assets/TRU_Waste_Audit_Report_201740863.pdf,2017,Waste Audit,Waste-and-Procurement,Link seen on index page,,,"Waste Audit series, 2017.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
246,2,TRU,05_TRU/06_Waste-and-Procurement,2016_TRU_TRU-Waste-Audit-Report-2016.pdf,https://www.tru.ca/__shared/assets/TRU_Waste_Audit_Report_201640378.pdf,2016,Waste Audit,Waste-and-Procurement,Link seen on index page,,,"Waste Audit series, 2016.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
247,2,TRU,05_TRU/06_Waste-and-Procurement,2015_TRU_TRU-Waste-Audit-Report-2015.pdf,https://www.tru.ca/__shared/assets/TRU_Waste_Audit_Report_201540379.pdf,2015,Waste Audit,Waste-and-Procurement,Link seen on index page,,,"Waste Audit series, 2015.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
248,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-Culinary-Arts.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-culinary-arts64222.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
249,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-Old-Main.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-old-main64223.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
250,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-House-4-Sustainability.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-house-4-sustainability64224.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
251,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-House-5-Indigenous.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-house-5-aboriginal64225.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
252,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-House-8-Radio.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-house-8-radio64226.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
253,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-Sciences.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-sciences64228.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
254,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-Open-Learning.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-open-learning64229.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
255,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-Arts-and-Education.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-arts-education64230.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
256,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-Campus-Activity-Centre.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-cac64231.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
257,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-Daycare.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-daycare64232.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
258,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-House-1-Faculty-Association.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-house-1-faculty-association64233.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
259,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-House-6-7-Research-Centre.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-house-6-7-research-centre64234.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
260,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-House-9-Welcome-Centre.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-house-9-welcome-centre64235.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
261,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-House-10-Horticulture.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-house-10-horticulture64236.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
262,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-House-of-Learning.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-house-of-learning64237.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
263,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-Multi-Use-Annex-Human-Resources.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-human-resources-building64238.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
264,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-International-Building.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-international-building64239.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
265,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-Trades-and-Technology.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-trades64240.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
266,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-Animal-Health.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-animal-health64241.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
267,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-Clock-Tower.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-clock-tower64242.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
268,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-Gymnasium.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-gymnasium64243.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
269,2,TRU,05_TRU/05_Energy-and-Buildings,2022_TRU_Level-1-Energy-Study-2022-Materials-Distribution-Centre.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-materials-distribution-centre64244.pdf,2022,Level 1 Energy Study,Energy-and-Buildings,Link seen on index page,,,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
